"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_stolen_base","r_run","r_stolen_base_pct","woba","bacon","xbacon","xbadiff","xslgdiff","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","hard_hit_percent","meatball_percent","whiff_percent","swing_percent","batted_ball"
"Campusano, Luis","669134","2023","24","163","174","52","38","7","0","7","21","7",12.1,4,".319",".491",".356","0.847","30","0","27",,".364",".364",".351",".014",".027","88.5","13.2",38.5,"11",7.7,5.6,40.6,8.2,18.1,55.2,"143"
"Murphy, Sean","669221","2023","28","370","438","93","51","21","0","21","98","49",22.4,11.2,".251",".478",".365","0.843","68","0","65",,".366",".341",".372","-0.023","-0.059","91.5","13.1",38.1,"44",16.1,6.2,45.8,7.9,25.9,45.9,"273"
"Senzel, Nick","669222","2023","28","301","330","71","48","10","0","13","74","26",22.4,7.9,".236",".399",".297","0.696","42","6","49",,".302",".310",".323","-0.009",".032","87.4","15.2",29.3,"11",4.8,5.7,34.1,9.2,21.5,49.4,"229"
"Wells, Austin","669224","2023","23","70","75","16","6","6","0","4","14","3",18.7,4,".229",".486",".257","0.743","13","0","8",,".309",".281",".350","-0.054","-0.098","89.5","13.6",33.3,"8",14,7,42.1,8.1,29.6,57.1,"57"
"Edman, Tommy","669242","2023","28","479","528","119","77","25","4","13","84","35",15.9,6.6,".248",".399",".307","0.706","47","27","69",,".306",".298",".317","-0.014",".009","89.1","7.5",27.9,"20",5,5.7,38.8,8.8,16.1,45.7,"402"
"Smith, Will","669257","2023","28","464","554","121","79","21","2","19","89","63",16.1,11.4,".261",".438",".359","0.797","76","3","80",,".345",".313",".321","-0.001",".003","89.3","15.6",37.5,"26",6.7,9.3,41.6,7.4,19.5,45.7,"387"
"Suwinski, Jack","669261","2023","24","447","534","100","51","21","2","26","172","75",32.2,14,".224",".454",".339","0.793","74","13","63",,".341",".356",".352",".006","-0.007","90.5","22.4",34.2,"44",15.7,7.5,43.4,6.8,30.1,39,"281"
"Espinal, Santiago","669289","2023","28","230","254","57","41","14","0","2","36","18",14.2,7.1,".248",".335",".310","0.645","25","2","30",,".285",".292",".304","-0.008","-0.001","87","11.4",33,"2",1,5.1,29.4,6.9,17.6,44.3,"197"
"Miranda, Jose","669304","2023","25","142","152","30","23","4","0","3","24","9",15.8,5.9,".211",".303",".263","0.566","13","0","12",,".252",".254",".291","-0.031","-0.042","87.9","10.1",29.7,"5",4.2,4.2,37.3,6.8,25.2,51.7,"118"
"Thompson, Bubba","669352","2023","25","53","60","9","4","4","1","0","16","4",26.7,6.7,".170",".283",".237","0.520","4","4","10",,".230",".237",".247","-0.005",".030","82.1","3.6",23.1,"1",2.6,5.1,23.1,8.6,37.4,52.3,"39"
"Gorman, Nolan","669357","2023","23","406","464","96","52","17","0","27","148","53",31.9,11.4,".236",".478",".328","0.806","76","7","59",,".345",".369",".374","-0.001","-0.020","91","22.2",38.8,"43",16.5,7.3,48.5,7.2,35.5,49,"260"
"Edwards, Xavier","669364","2023","23","78","84","23","20","3","0","0","14","3",16.7,3.6,".295",".333",".329","0.662","3","5","12",,".295",".359",".304",".047",".025","82.2","10.7",31.8,"1",1.5,3,13.6,6.4,20.5,52.3,"66"
"Johnson, Bryce","669369","2023","27","43","48","7","5","1","0","1","15","4",31.3,8.3,".163",".256",".229","0.485","3","3","7",,".218",".241",".270","-0.018","-0.020","86.3","15.6",24.1,"2",6.9,3.4,24.1,8,28.9,47.2,"29"
"Taylor, Samad","669392","2023","24","60","69","12","9","2","1","0","22","7",31.9,10.1,".200",".267",".279","0.546","4","8","11",,".248",".308",".305",".004","-0.082","87.5","8.7",35,"4",10,5,22.5,7.7,31.6,49,"40"
"Burger, Jake","669394","2023","27","492","540","123","60","28","1","34","149","32",27.6,5.9,".250",".518",".309","0.827","80","1","71",,".349",".354",".385","-0.020",".006","91.9","12.3",33.4,"58",16.7,6.9,49.6,7,34.1,54,"347"
"Allen, Nick","669397","2023","24","303","329","67","57","4","2","4","52","17",15.8,5.2,".221",".287",".263","0.550","20","5","29",,".245",".265",".270",".000","-0.001","84.8","6.8",29,"3",1.2,3.9,26.6,7.7,19,49.2,"259"
"Hummel, Cooper","669450","2023","28","23","26","2","1","1","0","0","9","2",34.6,7.7,".087",".130",".192","0.322","0","1","2",,".163",".143",".330","-0.114","-0.155","92.3","7.2",28.6,"0",0,21.4,50,6,34,45.7,"14"
"Schmitt, Casey","669477","2023","24","253","277","52","32","15","0","5","65","13",23.5,4.7,".206",".324",".255","0.579","30","2","28",,".254",".272",".312","-0.028","-0.035","88.1","15.1",32,"13",6.7,3.6,34,7.9,26.9,55,"194"
"Smith, Josh","669701","2023","25","195","232","36","21","8","1","6","55","25",23.7,10.8,".185",".328",".304","0.632","15","1","29",,".287",".255",".295","-0.026","-0.062","88.5","12.5",30.8,"15",10.5,7.7,36.4,7.9,21.3,42.3,"143"
"Triolo, Jared","669707","2023","25","181","209","54","42","9","0","3","63","24",30.1,11.5,".298",".398",".388","0.786","21","6","30",,".350",".454",".386",".044",".023","86.6","10.6",39.5,"7",5.9,6.7,33.6,6.2,32.4,43.7,"119"
"Hays, Austin","669720","2023","27","520","566","143","89","36","2","16","141","38",24.9,6.7,".275",".444",".325","0.769","67","5","76",,".330",".372",".330",".033",".024","89.4","10.4",31,"34",8.9,7.6,40.1,7.6,28.3,46.6,"384"
"Hall, Darick","669742","2023","27","54","56","9","7","1","0","1","18","2",32.1,3.6,".167",".241",".196","0.437","3","0","2",,".193",".250",".322","-0.048","-0.058","92.5","14",27.8,"1",2.8,11.1,38.9,6.8,24.1,56.6,"36"
"Call, Alex","669743","2023","28","375","439","75","52","14","1","8","78","53",17.8,12.1,".200",".307",".307","0.614","38","9","43",,".280",".251",".269","-0.014","-0.028","86.8","17",30.5,"16",5.3,5,30.1,6.6,18.3,40.3,"302"
"Toglia, Michael","669911","2023","24","141","152","23","14","5","0","4","50","10",32.9,6.6,".163",".284",".224","0.508","9","1","18",,".225",".253",".315","-0.040","-0.029","90.2","16.7",31.9,"5",5.5,7.7,44,5.5,38.8,49.8,"91"
"Lopez, Nicky","670032","2023","28","225","262","52","40","8","3","1","40","26",15.3,9.9,".231",".307",".326","0.633","25","6","32",,".288",".280",".284","-0.003","-0.004","86.7","0.5",32.1,"2",1.1,5.3,23.7,6.7,22,47.9,"190"
"Raley, Luke","670042","2023","28","357","406","89","44","23","3","19","128","28",31.5,6.9,".249",".490",".333","0.823","49","14","56",,".353",".385",".350",".024",".053","91.1","17.3",29.3,"30",12.9,5.2,45.7,6.4,38.9,51.8,"232"
"Short, Zack","670097","2023","28","221","253","45","29","9","0","7","66","28",26.1,11.1,".204",".339",".292","0.631","33","5","17",,".281",".288",".301","-0.006","-0.025","87.6","21.2",33.3,"14",8.8,6.3,33.5,7.4,24.9,41.9,"159"
"Kohlwey, Taylor","670128","2023","28","13","13","2","2","0","0","0","5","0",38.5,0,".154",".154",".154","0.308","0","0","0",,".136",".250",".169",".050",".022","77.4","17",0,"0",0,0,12.5,8.7,28.6,45.7,"8"
"Mastrobuoni, Miles","670156","2023","27","133","149","32","26","5","0","1","32","13",21.5,8.7,".241",".301",".308","0.609","5","13","24",,".275",".317",".341","-0.018","-0.055","87.5","13.7",31.7,"2",1.9,4.8,34.6,5.6,22.6,38,"104"
"Mervis, Matt","670223","2023","25","90","99","15","10","2","0","3","32","8",32.3,8.1,".167",".289",".242","0.531","11","0","8",,".239",".259",".365","-0.067","-0.138","91","8.4",36.2,"8",13.8,10.3,50,7.2,33.3,50.4,"58"
"Wallner, Matt","670242","2023","25","213","254","53","27","11","1","14","80","28",31.5,11,".249",".507",".370","0.877","41","2","42",,".377",".398",".373",".016","-0.010","91.9","21",32.3,"25",18.8,6,48.1,6.5,36.3,47.1,"133"
"Stevenson, Cal","670276","2023","26","9","12","0","0","0","0","0","2","3",16.7,25,".000",".000",".250","0.250","0","0","1",,".174",".000",".165","-0.128","-0.172","84.4","15.1",14.3,"0",0,14.3,14.3,8.5,16.7,30.5,"7"
"Alvarez, Yordan","670541","2023","26","410","496","120","64","24","1","31","92","69",18.5,13.9,".293",".583",".407","0.990","97","0","77",,".415",".373",".386","-0.007","-0.043","93.3","17.1",35.7,"58",18,7.1,52.2,6.1,22.4,43.7,"322"
"Paredes, Isaac","670623","2023","24","492","571","123","68","24","0","31","104","58",18.2,10.2,".250",".488",".352","0.840","98","1","71",,".362",".316",".291",".020",".119","86.9","22.2",32.4,"23",5.9,5.9,28.5,6.7,18.2,45.6,"389"
"Brosseau, Mike","670712","2023","29","73","78","15","9","2","0","4","20","4",25.6,5.1,".205",".397",".256","0.653","8","0","4",,".281",".283",".272",".008",".045","81.3","13.4",32.1,"4",7.5,5.7,20.8,8.4,31.3,48.2,"53"
"Walls, Taylor","670764","2023","26","303","349","61","39","12","2","8","92","44",26.4,12.6,".201",".333",".305","0.638","36","22","50",,".287",".289",".291","-0.002",".035","86.7","19.1",32.1,"7",3.3,5.7,28.8,7.4,27,43,"212"
"Friedl Jr., TJ","670770","2023","27","488","556","136","88","22","8","18","90","47",16.2,8.5,".279",".467",".352","0.819","66","27","73",,".353",".339",".293",".039",".146","86.7","16.1",32,"13",3.2,2.2,27.6,8.2,18.2,42.2,"409"
"Soto, Livan","670869","2023","23","9","12","2","2","0","0","0","2","3",16.7,25,".222",".222",".417","0.639","0","0","2",,".321",".286",".297","-0.009","-0.090","86","25.5",42.9,"0",0,14.3,28.6,7.9,16,39.7,"7"
"Herrera, Iván","671056","2023","23","37","44","11","9","2","0","0","11","5",25,11.4,".297",".351",".409","0.760","4","0","6",,".349",".423",".384",".027","-0.014","91.3","12.2",23.1,"2",7.7,11.5,61.5,9.5,24.7,42.5,"26"
"Kennedy, Buddy","671083","2023","24","24","29","4","3","1","0","0","6","4",20.7,13.8,".167",".208",".310","0.518","1","0","1",,".255",".222",".301","-0.058","-0.067","84.8","15.3",44.4,"0",0,5.6,22.2,9.2,26.7,37.5,"18"
"Casas, Triston","671213","2023","23","429","502","113","66","21","2","24","126","70",25.1,13.9,".263",".490",".367","0.857","65","0","66",,".367",".370",".359",".010","-0.010","91.1","15.7",36.1,"40",13.1,7.5,46.6,7.1,28.1,43.6,"305"
"Ramos, Heliot","671218","2023","23","56","60","10","5","4","0","1","20","4",33.3,6.7,".179",".304",".233","0.537","2","0","5",,".236",".278",".294","-0.010","-0.035","90.9","13.4",30.6,"5",13.9,5.6,41.7,7.3,29.9,51.6,"36"
"Waters, Drew","671221","2023","24","302","337","69","45","11","5","8","107","27",31.8,8,".228",".377",".300","0.677","32","16","40",,".296",".348",".360","-0.007","-0.035","87.4","17.2",38.4,"20",10.1,7.6,35.9,8.1,32.4,51.3,"198"
"García, Luis","671277","2023","23","447","482","119","88","18","4","9","60","27",12.4,5.6,".266",".385",".304","0.689","50","9","61",,".297",".302",".303",".003","-0.019","88.3","4.6",31.9,"23",5.8,6.3,36.5,8,17.9,50.6,"395"
"Freeman, Tyler","671289","2023","24","153","168","37","26","7","0","4","30","10",17.9,6,".242",".366",".295","0.661","18","5","20",,".290",".298",".336","-0.030","-0.031","85.8","6.2",38.9,"4",3.2,7.1,38.1,6.6,17.8,47.6,"126"
"Butler, Lawrence","671732","2023","22","123","129","26","18","4","0","4","35","4",27.1,3.1,".211",".341",".240","0.581","10","0","10",,".251",".292",".321","-0.021","-0.078","88.3","16.2",24.7,"8",9,5.6,37.1,9,29.7,47.8,"89"
"Harris II, Michael","671739","2023","22","505","539","148","94","33","3","18","101","25",18.7,4.6,".293",".477",".331","0.808","57","20","76",,".345",".364",".379","-0.011","-0.013","90.9","7.6",34.6,"41",10,5.9,48.5,7.5,24.4,52.9,"408"
"Bailey, Patrick","672275","2023","24","326","353","76","50","18","1","7","100","21",28.3,5.9,".233",".359",".285","0.644","48","1","29",,".282",".335",".361","-0.016","-0.061","88.7","10.2",36.2,"23",10,4.4,38.4,9.3,26.2,46.5,"229"
"Kelenic, Jarred","672284","2023","23","372","416","94","56","25","2","11","132","41",31.7,9.9,".253",".419",".327","0.746","49","13","44",,".321",".388",".407","-0.011","-0.016","90.9","10.1",38.8,"23",9.5,9.9,45.5,6.1,33.8,46.8,"242"
"Arias, Gabriel","672356","2023","23","315","345","66","41","15","0","10","113","28",32.8,8.1,".210",".352",".275","0.627","26","3","36",,".276",".325",".357","-0.020","-0.055","91.1","3.7",31,"20",9.9,5.4,46.3,7.3,37.5,55.5,"203"
"Kirk, Alejandro","672386","2023","24","372","422","93","69","16","0","8","45","42",10.7,10,".250",".358",".334","0.692","43","0","34",,".308",".283",".289","-0.006","-0.028","87.6","6.3",31.9,"17",5.2,5.5,38.3,7.7,12.8,41.6,"329"
"Diaz, Jordan","672478","2023","22","272","293","60","41","9","0","10","69","17",23.5,5.8,".221",".364",".273","0.637","27","0","20",,".278",".294",".305","-0.006","-0.006","90","5.4",29.9,"13",6.4,8.8,43.6,8.9,29.9,56,"204"
"Moreno, Gabriel","672515","2023","23","341","380","97","70","19","1","7","75","29",19.7,7.6,".284",".408",".339","0.747","50","6","33",,".325",".355",".337",".018",".021","89.8","4.2",32.6,"13",4.8,6.2,41.8,7.8,19.7,42.4,"273"
"Garcia, Maikel","672580","2023","23","464","515","126","98","20","4","4","115","38",22.3,7.4,".272",".358",".323","0.681","50","23","59",,".299",".351",".361","-0.002","-0.035","91.8","6.1",36.9,"14",3.9,9.4,50.6,8.4,19.5,43.1,"360"
"Perdomo, Geraldo","672695","2023","23","407","495","100","70","20","4","6","86","64",17.4,12.9,".246",".359",".353","0.712","47","16","71",,".319",".308",".256",".042",".087","85.7","16.4",35.4,"3",0.9,4.4,19.5,7.9,15,39.1,"339"
"Peraza, Oswald","672724","2023","23","173","191","33","23","8","0","2","50","13",26.2,6.8,".191",".272",".267","0.539","14","4","15",,".246",".268",".313","-0.031","-0.059","87.2","9.8",27.6,"5",4.1,4.1,28.5,9.3,33.1,49.5,"123"
"Canario, Alexander","672744","2023","23","17","17","5","2","1","1","1","8","0",47.1,0,".294",".647",".294","0.941","6","0","1",,".387",".556",".415",".074",".288","89.6","20.9",44.4,"0",0,33.3,66.7,6.6,42.5,65.6,"9"
"Marcano, Tucupita","672779","2023","23","202","220","47","30","12","2","3","35","10",15.9,4.5,".233",".356",".276","0.632","18","5","16",,".275",".278",".301","-0.015","-0.015","88.3","14.4",32,"9",5.2,5.2,34.9,7.3,15,51.8,"172"
"Sosa, Lenyn","672820","2023","23","164","173","33","21","6","0","6","40","5",23.1,2.9,".201",".348",".224","0.572","14","0","12",,".241",".264",".334","-0.053","-0.070","89.4","14.1",30.5,"10",7.8,6.3,38.3,7,24,53.2,"128"
"Diaz, Yainer","673237","2023","24","355","377","100","55","22","0","23","74","11",19.6,2.9,".282",".538",".308","0.846","60","0","51",,".354",".348",".359","-0.006","-0.005","90.3","11.5",36.9,"35",12.2,7.3,43.9,7.9,27.6,58.6,"287"
"Robert Jr., Luis","673357","2023","25","546","595","144","69","36","1","38","172","30",28.9,5,".264",".542",".315","0.857","80","20","90",,".358",".383",".377",".005",".027","89.1","16.1",38,"58",15.4,5.6,42.3,6.6,33.5,58.3,"376"
"Kim, Ha-Seong","673490","2023","27","538","626","140","100","23","0","17","124","75",19.8,12,".260",".398",".351","0.749","60","38","84",,".330",".334",".317",".015",".039","86.2","13.6",36.1,"18",4.2,5.7,26.7,8.6,17.7,38.9,"424"
"Suzuki, Seiya","673548","2023","28","515","583","147","90","31","6","20","130","59",22.3,10.1,".285",".485",".357","0.842","74","6","75",,".358",".375",".376",".002",".016","91.4","10.8",36.5,"41",10.5,8.2,48,7.9,21.3,40.9,"392"
"Jung, Josh","673962","2023","25","478","515","127","78","25","1","23","151","30",29.3,5.8,".266",".467",".315","0.782","70","1","75",,".334",".386",".378",".006","-0.015","91.8","15",41.9,"39",11.9,7.9,47.4,7.4,29.7,51.8,"329"
"Smith, Kevin","675656","2023","26","135","146","25","16","4","0","5","51","5",34.9,3.4,".185",".326",".220","0.546","11","1","15",,".236",".298",".289",".005","-0.009","88","13.6",30.3,"8",9,10.1,36,6.3,31.4,53.4,"89"
"Williams, Alika","675961","2023","24","101","112","20","15","5","0","0","35","9",31.3,8,".198",".248",".270","0.518","6","0","7",,".238",".303",".303",".000","-0.015","83.4","10.1",38.8,"2",3,4.5,25.4,6.1,31.7,47.6,"67"
"Smith-Njigba, Canaan","675986","2023","24","32","37","4","2","1","1","0","16","4",43.2,10.8,".125",".219",".216","0.435","5","1","3",,".199",".235",".305","-0.030","-0.057","87","0.2",23.5,"2",11.8,5.9,41.2,6.9,36.6,44.7,"17"
"Westburg, Jordan","676059","2023","24","208","228","54","32","17","2","3","56","16",24.6,7,".260",".404",".311","0.715","23","4","26",,".309",".348",".355",".000",".004","90.2","13.4",38.1,"10",6.5,10.3,44.5,7.5,25.8,48.7,"155"
"Noda, Ryan","676116","2023","27","406","495","93","54","22","1","16","170","77",34.3,15.6,".229",".406",".364","0.770","54","3","63",,".342",".391",".367",".016",".014","91.2","16",38.2,"31",13,8.8,45,8.6,36.9,42.9,"238"
"DeLuca, Jonny","676356","2023","24","42","45","11","8","1","0","2","8","3",17.8,6.7,".262",".429",".311","0.740","6","1","5",,".320",".324",".268",".045",".080","83.7","8.7",32.4,"2",5.9,2.9,17.6,6,25.8,55.7,"34"
"Velázquez, Nelson","676369","2023","24","162","179","38","15","6","0","17","51","14",28.5,7.8,".235",".586",".302","0.888","34","0","35",,".369",".339",".369","-0.020",".011","91","14.4",31.3,"24",21.4,2.7,49.1,7.2,33.7,50.1,"112"
"Clement, Ernie","676391","2023","27","50","52","19","16","1","1","1","4","1",7.7,1.9,".380",".500",".385","0.885","10","1","7",,".378",".404",".344",".057",".074","84.1","16.3",36.2,"1",2.1,2.1,19.1,9,10.1,57.4,"47"
"Burleson, Alec","676475","2023","24","315","347","77","48","20","1","8","45","23",13,6.6,".244",".390",".300","0.690","36","3","34",,".300",".283",".322","-0.033","-0.059","89.9","12.4",36.6,"16",5.9,8.4,41,6,17.7,52,"273"
"Barrero, Jose","676480","2023","25","133","149","29","19","8","0","2","44","15",29.5,10.1,".218",".323",".295","0.618","17","3","15",,".276",".322",".325","-0.001","-0.002","87.5","17.2",31.1,"3",3.3,3.3,35.6,7.4,35.2,50.2,"90"
"Caballero, José","676609","2023","26","231","280","51","37","9","1","4","66","28",23.6,10,".221",".320",".343","0.663","26","26","37",,".305",".302",".286",".016",".017","83.3","21.5",33.1,"6",3.6,4.1,23.7,6.5,23,43.2,"169"
"Madris, Bligh","676632","2023","27","26","30","4","3","1","0","0","7","4",23.3,13.3,".154",".192",".267","0.459","0","0","4",,".222",".211",".270","-0.043","-0.103","85.5","19.2",26.3,"1",5.3,5.3,26.3,10.3,31,49.6,"19"
"Meyers, Jake","676694","2023","27","309","341","70","43","16","1","10","88","26",25.8,7.6,".227",".382",".296","0.678","33","5","42",,".297",".315",".298",".014",".025","86","13.9",34.7,"14",6.3,6.8,27.9,7.8,26.9,48.3,"222"
"Trejo, Alan","676701","2023","27","207","227","48","33","11","0","4","51","16",22.5,7,".232",".343",".288","0.631","26","5","24",,".277",".304",".307","-0.001",".009","85.5","14.6",36.5,"7",4.4,6.3,22.6,7.5,21.4,50.6,"159"
"Young, Jared","676724","2023","27","43","47","8","3","0","3","2","13","3",27.7,6.4,".186",".465",".255","0.720","8","2","8",,".302",".267",".274","-0.005",".088","88.8","10.3",26.7,"3",10,6.7,36.7,9.2,31.5,52.9,"30"
"Lopez, Irving","676761","2023","28","11","12","0","0","0","0","0","5","0",41.7,0,".000",".000",".000","0.000","1","0","0",,".000",".000",".161","-0.100","-0.126","83.2","10.9",28.6,"0",0,0,14.3,1.9,33.3,51.9,"7"
"McCormick, Chas","676801","2023","28","403","457","110","69","17","2","22","117","40",25.6,8.8,".273",".489",".353","0.842","70","19","59",,".362",".382",".345",".027",".032","88","14.6",38.4,"32",11.1,8.7,38.8,7.9,28.9,49.2,"289"
"Schneider, Davis","676914","2023","24","116","141","32","11","12","1","8","43","21",30.5,14.9,".276",".603",".404","1.007","20","1","23",,".424",".438",".340",".062",".144","89.5","26",49.3,"13",17.8,11,38.4,7,37.3,39.1,"73"
"Batten, Matthew","676946","2023","28","120","139","31","23","6","0","2","30","17",21.6,12.2,".258",".358",".355","0.713","11","2","19",,".321",".344",".281",".048",".095","85","15",28.6,"1",1.1,2.2,25.3,7.1,26.9,40,"91"
"Kjerstad, Heston","677008","2023","24","30","33","7","4","1","0","2","10","2",30.3,6.1,".233",".467",".281","0.748","3","0","3",,".318",".350",".402","-0.035","-0.084","92.3","19.3",45,"4",20,15,55,5.6,36.2,46.8,"20"
"Paris, Kyren","677347","2023","21","40","46","4","4","0","0","0","17","4",37,8.7,".100",".100",".200","0.300","1","3","4",,".156",".174",".293","-0.068","-0.147","85.6","4.5",20.8,"1",4.2,8.3,33.3,7.4,35.8,50.3,"24"
"Franco, Wander","677551","2023","22","442","491","124","78","23","6","17","69","42",14.1,8.6,".281",".475",".344","0.819","58","30","65",,".349",".329",".354","-0.019","-0.009","89.4","8.9",35,"29",7.7,5,43,7,14.8,45.2,"377"
"Rocchio, Brayan","677587","2023","22","81","86","20","14","6","0","0","27","4",31.4,4.7,".247",".321",".279","0.600","8","0","9",,".263",".364",".272",".063",".084","85.8","1.5",30.9,"0",0,5.5,18.2,3.8,32.6,54.7,"55"
"Tena, José","677588","2023","22","31","34","7","5","2","0","0","13","3",38.2,8.8,".226",".290",".294","0.584","3","0","2",,".264",".389",".296",".054",".008","88.5","13.3",44.4,"1",5.6,5.6,27.8,7,29.9,42.4,"18"
